close,volume,high,open,low,timestamp,date
206.94332885742188,74438100,210.4633331298828,208.16000366210935,202.9600067138672,1624282200,20210621
207.90333557128903,57476700,209.52333068847656,206.0833282470703,205.1666717529297,1624368600,20210622
218.8566741943359,93297600,219.0666656494141,210.6666717529297,210.01333618164065,1624455000,20210623
226.6066741943359,137947200,232.5399932861328,224.9966735839844,222.5366668701172,1624541400,20210624
223.9566650390625,97490100,231.27000427246097,229.86000061035156,222.8999938964844,1624627800,20210625
229.5733337402344,64884600,231.5666656494141,223.8800048828125,223.44000244140625,1624887000,20210628
226.9199981689453,52143900,229.1699981689453,228.21665954589844,225.29666137695312,1624973400,20210629
226.5666656494141,56774700,230.93666076660156,226.58999633789065,226.04666137695312,1625059800,20210630
225.97332763671875,55903500,229.3300018310547,227.97332763671875,224.26666259765625,1625146200,20210701
226.3000030517578,81163500,233.3333282470703,226.32666015625,224.4199981689453,1625232600,20210702
219.86000061035156,69853500,228.0,227.23666381835935,217.13333129882812,1625578200,20210706
214.88333129882812,56376000,221.8999938964844,221.42333984375,212.77333068847656,1625664600,20210707
217.60333251953125,68319900,218.1433258056641,209.4566650390625,206.82000732421875,1625751000,20210708
218.98333740234375,54421500,219.6366729736328,217.72666931152344,214.89666748046875,1625837400,20210709
228.5666656494141,77781000,229.0800018310547,220.73333740234375,220.72000122070312,1626096600,20210712
222.84666442871097,62898300,231.0933380126953,228.77333068847656,222.1000061035156,1626183000,20210713
217.7933349609375,64923600,226.20333862304688,223.5833282470703,217.6133270263672,1626269400,20210714
216.86666870117188,60628800,222.04666137695312,219.4633331298828,212.6266632080078,1626355800,20210715
214.7400054931641,49113000,218.8999938964844,218.22666931152344,214.0666656494141,1626442200,20210716
215.4066619873047,63891300,215.73333740234375,209.9633331298828,207.09666442871097,1626701400,20210719
220.1666717529297,46461300,220.79666137695312,217.3300018310547,213.5,1626787800,20210720
218.42999267578125,41859900,221.6199951171875,219.8699951171875,216.76333618164065,1626874200,20210721
216.4199981689453,45317100,220.72332763671875,218.81333923339844,214.86666870117188,1626960600,20210722
214.4600067138672,43814700,216.26666259765625,215.45333862304688,212.4333343505859,1627047000,20210723
219.2066650390625,76009800,222.73333740234375,216.9900054931641,215.70333862304688,1627306200,20210726
214.9266662597656,98439900,222.1666717529297,221.13333129882812,209.0800018310547,1627392600,20210727
215.66000366210935,48019800,218.3233337402344,215.6666717529297,213.13333129882812,1627479000,20210728
225.78334045410156,91183800,227.89666748046875,216.59666442871097,216.26666259765625,1627565400,20210729
229.0666656494141,88969200,232.5099945068359,223.9199981689453,223.0,1627651800,20210730
236.55667114257812,100847400,242.31333923339844,233.3333282470703,232.8000030517578,1627911000,20210802
236.5800018310547,64860900,240.88333129882812,239.6666717529297,233.6699981689453,1627997400,20210803
236.97332763671875,51007800,241.63333129882812,237.0,236.30999755859375,1628083800,20210804
238.2100067138672,38758800,240.3166656494141,238.6666717529297,237.1366729736328,1628170200,20210805
233.03334045410156,46869000,238.77667236328125,237.3000030517578,232.5433349609375,1628256600,20210806
237.9199981689453,44145900,239.6766662597656,236.72332763671875,235.0433349609375,1628515800,20210809
236.663330078125,40296900,238.8633270263672,237.9966735839844,233.9600067138672,1628602200,20210810
235.94000244140625,29401800,238.3933258056641,237.57000732421875,234.73666381835935,1628688600,20210811
240.75,52377300,240.9333343505859,235.44667053222656,233.13333129882812,1628775000,20210812
239.05667114257812,50194500,243.3000030517578,241.23666381835935,238.1133270263672,1628861400,20210813
228.72332763671875,68032200,236.5,235.02333068847656,225.46665954589844,1629120600,20210816
221.90333557128903,71163900,224.86000061035156,224.22000122070312,216.27999877929688,1629207000,20210817
229.663330078125,61048200,231.92333984375,223.25,223.11666870117188,1629293400,20210818
224.4900054931641,42940500,228.8500061035156,226.07000732421875,222.52999877929688,1629379800,20210819
226.7533264160156,44525700,230.7100067138672,227.61666870117188,224.5666656494141,1629466200,20210820
235.4333343505859,60794700,237.3766632080078,228.47999572753903,226.9166717529297,1629725400,20210823
236.163330078125,39249300,238.4066619873047,236.8933258056641,234.2133331298828,1629811800,20210824
237.0666656494141,37936800,238.9900054931641,235.6766662597656,234.6666717529297,1629898200,20210825
233.72000122070312,39642900,238.46665954589844,236.10333251953125,232.5399932861328,1629984600,20210826
237.30667114257812,41501400,238.3333282470703,235.0,234.03334045410156,1630071000,20210827
243.6366729736328,55812600,243.6666717529297,238.2400054931641,237.57666015625,1630330200,20210830
245.2400054931641,62566200,246.79666137695312,244.3333282470703,242.14666748046875,1630416600,20210831
244.69667053222656,39612900,247.3300018310547,244.69332885742188,243.7566680908203,1630503000,20210901
244.1300048828125,38331900,246.9900054931641,244.8333282470703,243.51333618164065,1630589400,20210902
244.52333068847656,45738300,244.6666717529297,244.0833282470703,241.3999938964844,1630675800,20210903
250.97332763671875,60119400,253.3999938964844,246.6666717529297,246.4199981689453,1631021400,20210907
251.2899932861328,56379000,254.8166656494141,253.86000061035156,246.92333984375,1631107800,20210908
251.6199951171875,42233100,254.03334045410156,251.1366729736328,250.5433349609375,1631194200,20210909
245.42333984375,45552600,254.20333862304688,253.1999969482422,244.83999633789065,1631280600,20210910
247.6666717529297,68857500,248.2599945068359,246.73666381835935,236.28334045410156,1631539800,20210913
248.163330078125,55574700,251.4900054931641,247.52333068847656,245.46665954589844,1631626200,20210914
251.94332885742188,46073100,252.2866668701172,248.3333282470703,246.1199951171875,1631712600,20210915
252.3300018310547,41770200,252.97000122070312,250.94332885742188,249.20333862304688,1631799000,20210916
253.163330078125,84612600,253.67999267578125,252.38333129882812,250.0,1631885400,20210917
243.38999938964844,74273100,247.3333282470703,244.85333251953125,239.5399932861328,1632144600,20210920
246.4600067138672,48992100,248.2466735839844,244.92999267578125,243.47999572753903,1632231000,20210921
250.64666748046875,45378900,251.22332763671875,247.8433380126953,246.3733367919922,1632317400,20210922
251.2133331298828,35842500,252.73333740234375,251.6666717529297,249.30667114257812,1632403800,20210923
258.1300048828125,64119000,258.26666259765625,248.6300048828125,248.18666076660156,1632490200,20210924
263.78668212890625,84212100,266.3333435058594,257.7066650390625,256.4366760253906,1632749400,20210927
259.1866760253906,76144200,265.21331787109375,262.3999938964844,255.3933258056641,1632835800,20210928
260.4366760253906,62828700,264.5,259.9333190917969,256.8933410644531,1632922200,20210929
258.49334716796875,53868000,263.0433349609375,260.3333435058594,258.3333435058594,1633008600,20210930
258.40667724609375,51094200,260.260009765625,259.4666748046875,254.52999877929688,1633095000,20211001
260.510009765625,91449900,268.989990234375,265.5,258.7066650390625,1633354200,20211004
260.1966552734375,55297800,265.7699890136719,261.6000061035156,258.0666809082031,1633440600,20211005
260.9166564941406,43898400,262.2200012207031,258.73333740234375,257.739990234375,1633527000,20211006
264.53668212890625,57587400,268.3333435058594,261.82000732421875,261.1266784667969,1633613400,20211007
261.8299865722656,50215800,265.4599914550781,265.4033203125,260.3033447265625,1633699800,20211008
263.9800109863281,42600900,267.0799865722656,262.54998779296875,261.8333435058594,1633959000,20211011
268.5733337402344,66060000,270.7733459472656,266.9766540527344,265.5233459472656,1634045400,20211012
270.3599853515625,42360300,271.8033447265625,270.15667724609375,268.59332275390625,1634131800,20211013
272.7733459472656,36741600,273.4166564941406,271.8299865722656,271.1166687011719,1634218200,20211014
281.010009765625,56773800,281.07000732421875,274.5799865722656,274.1166687011719,1634304600,20211015
290.03668212890625,72621600,291.7533264160156,283.92999267578125,283.8233337402344,1634563800,20211018
288.0899963378906,52143300,292.6499938964844,292.510009765625,287.5033264160156,1634650200,20211019
288.6000061035156,42096300,289.8299865722656,288.45001220703125,285.7933349609375,1634736600,20211020
298.0,94444500,300.0,285.3333435058594,285.1666564941406,1634823000,20211021
303.2266540527344,68642400,303.3333435058594,298.5,296.9866638183594,1634909400,20211022
341.6199951171875,188556300,348.3399963378906,316.84332275390625,314.73333740234375,1635168600,20211025
339.4766540527344,187245000,364.9800109863281,341.5633239746094,333.8133239746094,1635255000,20211026
345.9533386230469,115579500,356.9599914550781,346.5533447265625,343.59332275390625,1635341400,20211027
359.0133361816406,81639600,360.3333435058594,356.10333251953125,351.3999938964844,1635427800,20211028
371.3333435058594,89755200,371.7366638183594,360.6199951171875,357.7366638183594,1635514200,20211029
402.86334228515625,168146100,403.25,381.6666564941406,372.88665771484375,1635773400,20211101
390.6666564941406,128213400,402.86334228515625,386.4533386230469,382.0,1635859800,20211102
404.6199951171875,103885500,405.1300048828125,392.4433288574219,384.2066650390625,1635946200,20211103
409.9700012207031,76192200,414.4966735839844,411.4700012207031,405.6666564941406,1636032600,20211104
